ID,Nombre,Categoría,Precio,Stock
10159,NNWiXhbI,z2CNEmpb,6.27,294
3521,IvNafkay,CNcVl0qy,6.29,991
11836,dqaZU2xs,PWF1NXyP,6.31,616
16793,D1tVVOWr,YtmE5zS7,6.36,618
7292,d0UDwXI8,JB0usUbg,6.42,895
20639,sXMRBuSz,Yc1UhcSY,6.46,500
9590,9d8UNufQ,TMPGieUj,6.76,243
12166,Yhs6alzD,didu7Ng2,6.81,52
23266,QZ55Tzd5,zyrQWxSz,6.85,223
24291,5rvFw4xm,WWBG5Ulk,7.09,262
9755,KyUxmJjL,qdbt097u,7.19,710
1970,khsHwXCz,h1brv2o4,7.43,478
11857,pO0z2wBq,8qOeqTCY,7.56,635
11132,C5fId9zb,TiLG2MzR,7.79,68
10602,t2KEoPUz,jSXNmond,7.95,687
3922,JKSKoJyw,n0HLijtE,8.03,272
10500,gbYButyX,0XbREGgt,8.03,141
3610,GM8rGsFV,0S6dZYri,8.04,58
1992,aUcrLXzc,E9v5XR8l,8.09,506
16123,rffiVXJB,BUcAWCef,8.09,298
8519,3EFKCxqQ,Gpvv0jvv,8.27,413
9372,2doGhDSP,fsSj4ro7,8.42,927
12253,zlOP59Mt,EtxfmcYU,8.62,450
16705,sov5hMgl,sp7RqKxH,8.67,565
11030,LKcIdiMP,48R1FAcn,8.70,655
4733,1zzVmfuR,fExCQowW,8.77,142
20263,ac5ei6gI,oQamEbUo,8.96,112
16865,M5tue7HI,CovdGbqq,8.98,845
8866,BZLse3FA,lmsjTjVt,9.00,494
4125,P381S7JY,lx93NWUq,9.01,709
2491,Y4eWCuWt,UUSuDfSe,9.06,720
4653,MsmDBIPG,CNUH7R8C,9.08,851
2395,G8BUSbHM,Cs34ywvF,9.23,350
1803,WxW1NNFN,O3b7Ie9i,9.31,178
5561,M8kwokkA,DREgPOaJ,9.38,380
7981,HEXiejGH,zpzs63b1,9.79,488
5257,7DvErpUw,d8dE6xG2,9.80,712
17920,pTIMfvu2,4kgFnraH,9.80,215
22657,KN4R849D,woLxKNsb,9.88,603
1242,j6GVkkax,aTPGkBVc,9.96,616
5710,9eJ0c8b3,x3SFtBKh,10.06,524
2652,Yqb5vIOe,0QAjGSl3,10.17,562
1508,uYyn2axr,iQrrSXT4,10.22,538
14691,a8BqEpUW,9K2puu2G,10.30,350
16803,VXkRlxwy,9RfqK8z7,10.32,989
9635,sMvvuRBt,x86fqvUV,10.33,380
13031,dlbho4pz,rAVdromz,10.33,824
20277,ONMzEcL1,FnXNUTzA,10.44,25
24606,ex8AxQQ7,boH1adCS,10.48,742
9509,5VLyo7EJ,ow6HOgm9,10.58,161
23993,IkANjjWY,7LsvN1wk,10.85,990
2708,lfCX4hoA,IVO8Zt6E,11.07,489
5591,eX4Klxvs,g9KYdQWo,11.13,590
14985,FQBCe4tT,hSgLsepu,11.18,595
21118,NWycrb0l,BF0z5pki,11.29,790
6705,09oNlkyt,7hRw3f1C,11.42,574
9791,ELbuUXCY,o7SVp1aX,11.43,187
5778,NrWhnG44,088jKeLL,11.47,686
3408,m1ZqeQ6A,2fY5oIFH,11.68,590
18221,S763MIEX,7IKNUgJc,11.71,605
5378,JFpzhMcf,WZen8C8I,11.81,638
20010,4LpOr3ki,dQlLIDXa,11.85,442
18156,wGdvhnSy,UEnT9Hz7,11.94,821
2447,0zdBhRcg,pATN3uUZ,12.00,795
11077,ldLKxtli,JsXgvJKL,12.04,774
19753,4VImhQlT,8awqCTvg,12.04,402
12433,evzGscxl,Azc2RnHW,12.09,11
17619,gEHh6tpL,EwQ0xgHi,12.10,541
4724,0pXJw9cq,5seGwEn0,12.12,273
24668,wH9KRSY4,QM5wT9ez,12.22,707
23984,3lXzOf8R,sPakYRc8,12.26,380
392,fT4fmBbF,gg6612jP,12.44,358
10738,KzuwU6mH,uhdMgdEP,12.48,219
23585,UxWrle4k,U2mN5QcS,12.61,940
3592,hfqnSsvU,qeMoBo82,12.86,394
3515,LsXBtz8V,81FdVmAT,12.92,562
14893,2Skk30Xy,288vkFkS,12.92,454
15919,jvMB8Gzf,olHrgEUq,12.95,853
20478,dgoQvOzo,IF0yUS8Y,13.05,613
18355,uiqD3V5A,cmfIumg1,13.16,541
17129,9nXWwTgo,9N1XaPCP,13.20,24
16036,nXJah3HV,PvFDDSZO,13.40,21
24042,OMLELSZV,UyvijP6r,13.42,178
16140,kMW7mYmZ,PqqhANyE,13.43,739
13848,U1tUMciH,X9DNkcNl,13.44,541
484,oKZ7tVvn,1qToXbZt,13.46,920
750,poFNqqGY,pZmtrrDi,13.52,850
19228,603l9L6r,hPOdpclW,13.60,399
23233,7AGxswWv,lKAlmmoS,13.64,343
8384,s4IUZeAu,ff4K9gVL,13.88,399
16208,FnvsGKt6,UJsBoVhg,14.00,515
17362,Uwmauslf,ug1OPD2M,14.04,483
10957,7t8BgVQI,i626K6wV,14.13,601
6220,3WrTx0SY,upnsuQf9,14.23,487
6372,mgWKGRdc,GyipmsQB,14.24,300
1861,mhgQFroX,oqxQ956c,14.26,850
203,hAvUS1cc,IyOAmPJd,14.33,884
1637,jUL3rM7r,LltPE7db,14.37,4
17320,QeWBSxOS,2wc1WMZd,14.41,622
7582,RtsDQBA9,EFKuGBCp,14.54,82
17368,9pvWCslj,0WZq6Dng,14.56,381
12518,ENp0RDRq,ydLitctE,14.57,928
21450,8Voju7t4,8AJBoA8X,14.57,813
8440,VskNG2hJ,0Ml3wFHM,14.65,291
21731,aEbsUM49,ntvzVifc,14.78,165
11747,WiWFspdl,YlWAUZjB,14.84,145
18431,I2VDRNo5,Ldcpn5Sz,14.98,32
1868,ZfhCIcSQ,E3S6Apbw,15.14,288
10924,CO6x1fxz,cx0xqw7X,15.17,641
18486,lu8VU4Dn,qY7SF8UK,15.32,760
1443,dh9VcUNy,G5xhCPRK,15.33,692
16768,PwBijHpy,VQeRBWhN,15.34,545
2764,o35z98Lv,rbcCArAc,15.41,571
7086,MI9ZJFLT,3h7yQFR7,15.42,324
6063,HuxQwoqP,uc2H9k1S,15.44,735
17569,bp9W8P2f,LV7KAJK9,15.45,298
23489,OXhILdlm,nixk0mio,15.46,420
734,503vu0GQ,hYymhdNs,15.49,506
15867,9gLrTsAB,SvJsSedy,15.59,323
11385,sjdTMeIQ,XulsrY9I,15.61,434
937,aGjwE2PV,TXpn1AfB,15.64,547
8109,mEiZzAgA,WP18d9nB,15.68,273
9611,bDVJhKip,ZV7yLZPw,15.74,435
5360,ylJ8mtnN,H07sxGgT,15.82,472
23071,vuymJdRO,dnpjS5pX,16.06,835
6356,hPj6HJW7,xZpfag8a,16.24,979
19864,J3YoQkMc,nJQK8jK1,16.25,789
21354,TI9yy2hX,MKsBdBvd,16.27,170
2099,MOVYIBGs,qmKCJS3s,16.38,517
8652,TZk05kE6,ExIzlYog,16.40,341
6244,YK1ZuZUA,yVVmZH2x,16.68,405
15312,ZKcXUvxy,yHiDGKGM,16.68,1000
2602,4jdaLGok,WVAWGSzs,16.71,628
7191,0Q114evV,vcT41rGc,16.72,78
7947,bUWkgPUV,rr2II3rj,16.74,70
23,bazvN1mi,NJJ7F99M,16.77,839
3979,sS01MDwT,qOrzkUXR,16.82,50
5214,NUSRXX7L,qUWxCZM8,16.95,224
9707,hsb4Y1B7,gdaA7epZ,16.97,422
14351,MSdDidpE,Y9QVy772,17.03,265
19401,bRAGJKHB,tZMkpjVP,17.09,133
16104,gwEN50e2,sZP3UJoB,17.22,155
16195,QZjitf3k,vrRdmJC3,17.25,681
6985,XedghOll,DV1ePUWi,17.39,401
6834,BFRvSn7R,ZdTxVUXq,17.46,822
18692,8MLkBBIv,cxbO5lh3,17.48,715
23952,7o3UucP2,pGMrNbTw,17.64,55
11647,p5ISx8fi,DdwEhj9U,17.68,541
527,DTQekfgu,V2CP2n1n,17.78,781
22200,fhmEtxp0,rqYsHsdR,17.85,639
15023,ICILRFzx,4MoMLlOa,18.01,499
22652,RKk2EXSJ,k8SD2Eqv,18.10,761
18097,A8pyYjBp,oQAQb504,18.34,312
4007,XD5PR7B9,eIwv2Mik,18.78,274
19580,LDK8Cmxq,Ond3DwYs,18.86,507
18101,FGRbnQHU,GPNgKDaA,19.06,609
17172,KlGGhJmx,FeZXlFL4,19.10,376
3894,lwkDS9T3,TxuMUzmW,19.26,392
4410,1qaNBxET,RbUQuAh4,19.26,746
757,EIxz2UPR,zBeP5zTO,19.28,300
7761,IbAZonF8,BN01x8u6,19.37,367
2560,dhvbBN9R,qdAnn0kC,19.46,902
24171,YODVRWEn,wgayOT8i,19.76,451
17826,6K96lhvD,NSblYfjM,19.89,995
23411,sIWgoTGQ,JizRsuUP,19.89,409
9385,C7FCOyx4,CdLTMQRe,19.93,205
21990,29ghl7oM,AlGzjNI9,20.01,956
13004,8bcCNJec,aqllmJlK,20.05,316
23093,twIt76G5,GxbWDjy6,20.06,735
15556,nfHK3nRX,cfTr9Nf9,20.16,487
15500,dGCDYnGK,oPzAEEeZ,20.23,26
14010,T6f8yeyJ,zN9IUOhN,20.29,758
21810,Vm1W5PKD,WVhfrDLs,20.30,943
13535,E7PFzvMm,bTtfunHg,20.32,121
6535,Choy0341,poBixg99,20.47,4
3205,Xz7BMVqV,41HiqZqN,20.54,651
8932,P3SsHm8h,rcnrt49R,20.55,595
10696,T7tOMeu5,RCZwkvId,20.59,956
16062,yII8zqLK,SmCtusIr,20.64,106
2444,91s9zC1F,hPcd2V0M,20.69,150
19275,0FdWZsuU,jKa0wvhi,20.76,65
24187,garLmKFL,TjojDjRM,20.86,869
1956,9zq3lg30,CB8RtYmj,20.87,210
2660,8PCLbszf,Ipzicky7,21.10,488
18737,uNCcleWB,bZ54IKLD,21.13,404
8133,F2Nw92Yq,q7gO6xsJ,21.19,517
11786,A8yuFANL,LaTQM4oI,21.43,370
18412,XiDXyAUk,TG1KOckO,21.53,577
24858,Q8x3yK5v,BeINGMJ8,21.81,286
16221,Oll47C55,sXewHWPo,21.84,550
14479,t2AGFDdS,yPRHaLso,21.86,997
794,wuRjlmCA,mqcVDOcK,21.89,526
11785,sOYJDvfC,5mlXhf2p,21.89,803
6777,qWrAZjga,EVaKpF8o,21.92,170
21888,Yi4YZUgP,7ZIuRhqt,21.95,369
24377,e5hHZs5N,jjBVOxxz,22.18,681
7960,1f3Bs73u,zqLFtiPv,22.21,920
181,UZElQrRV,xHLum8yM,22.27,304
16435,qY8FEXhJ,mcQCHxMA,22.28,721
16045,KqHr3gtK,qm83HIt4,22.45,862
23792,8Xib3Kac,0ZLWd2zj,22.66,269
7408,v6501QqK,6PojphxR,22.81,919
5719,CemHLDVw,JYisL0mh,22.87,30
12423,IviuMEfZ,d7QHO7Za,22.92,26
19926,q2QHM5QB,hAyTZUdy,23.14,502
21367,Wo64XeWc,h04FoBe4,23.26,436
19419,jcZgTReE,L2kWyS5w,23.27,585
17098,YAsKlwDZ,kBB8dpYa,23.32,903
15239,QTQr3MNE,7kPG1Xbl,23.43,711
11105,NGQ2ESZb,ZhqTymV2,23.44,270
5368,0hZMJjUI,1URxGYhP,23.48,167
1421,8k0J9Ynr,EVEmwmTM,23.57,713
2751,J4q5OnuW,qWDSIDM3,23.62,762
818,AuC7IheH,v0fqx85s,23.83,6
185,nSL27aNx,DSSnOE0w,23.95,53
7024,oBbtVNfl,CTNSO970,23.98,788
13996,qxA9Us3d,o57HYfyG,23.99,350
18272,0D5YiYQf,XNjTAZv0,24.08,14
20690,dkqrXsTE,k6r8oHZC,24.14,171
7269,r57RnXWF,n1EEIR3Q,24.18,199
4001,5HPb5Y5R,6VV3myZJ,24.27,326
5433,As9W7riC,xQXpBprM,24.28,376
7863,8jNE6gba,l044BsGP,24.28,97
20079,umwSKcZg,zBXUr9Tv,24.35,952
10595,4bBMkdJd,yjeDWY32,24.45,638
218,1xEpLz6o,r6TkJ1KX,24.50,815
11872,HBY2x74t,C5KPmUdv,24.68,238
5733,mrJiFUbW,JMNyuvIW,24.98,489
15316,UlKnW5bG,DNSHXYTQ,24.98,410
12953,bkgHZA52,4c53RMhS,25.04,710
24131,tsGnFGOZ,FVXaRIAo,25.18,679
11316,MdmWOSRG,vy9BAwIV,25.24,147
4688,x3Ifbgyy,nq3L3NGM,25.43,114
20887,tA9rRmFn,ZcWjFOAo,25.43,156
4267,v04SM4Bl,EDnSjB0P,25.57,248
23177,EomGS9Ec,vSIYV35F,25.83,708
20211,RIZNAIMq,jhYjURPL,25.99,524
9674,I8hAvfyq,bRVi9Mgx,26.07,424
16244,kBm263CQ,5HnNqK4l,26.20,653
388,ml9AAVJ5,HjKdaV8m,26.21,90
1045,DuRb5DHH,RuCdXl0e,26.23,966
11479,J3wliyrB,Qmm6waXa,26.34,841
21705,uQBdwbzW,qUKrjKDl,26.44,674
3538,oEwPcuET,GtVsTbY7,26.54,898
18940,Dn0Kfxik,LgSSqitn,26.62,867
21698,mGwqCsa6,Uxjg9xcs,26.73,660
17516,vrX4xwTI,3M7RcXLk,26.76,284
3091,xiOUY3mQ,ahJUG63v,26.85,512
14787,RUbJRWZ4,WYrWrPPo,27.02,600
1316,k4wkpaQO,b7BIwMsr,27.04,708
5317,kqthuYj7,tW56qmHI,27.04,970
17994,6aAsHsa0,qr4TbiR3,27.16,307
20544,R8d5Y15w,SNoKeGPL,27.28,490
17931,HmGfbX7Z,UAllFiiD,27.31,909
3142,FtIDbaRF,zsVQxigq,27.36,810
23238,8JtpxrNO,vYGi6w0T,27.41,625
1498,INTc75rN,qsa2qiRL,27.53,625
9574,mfkk6QEw,QmD1sdKF,27.65,122
2384,EqUnqGpW,Wu9QLtOk,27.66,498
1472,yvAXs9Xx,6zQjmcOu,27.70,282
13268,dTjAAJNs,NWmUb19P,27.87,526
12910,gR3RxF1w,txVgDFIP,27.96,884
6633,dnoQ3U45,PVT5psMX,28.14,299
15015,gFBEebTg,yBa95I2v,28.15,852
12143,pLr0ronl,ZMymyZlD,28.21,472
20128,NwwFfmPQ,r3T9cWxH,28.31,312
17942,AIDz7GSO,6ArfhWd4,28.34,886
8732,eZulRLuu,g9ehC2sw,28.35,295
15784,vqTXsmIy,CATn6IFw,28.46,332
9247,OnQncN4Q,TkzvatXJ,28.49,299
4678,2u00WG2H,UVTGtWHt,28.58,784
1786,8ex00cQv,oG8XdNsQ,28.61,721
15726,nRqEiOPV,QE9Lib4r,28.68,778
13236,kvVPLuNq,5J4m6wPu,28.73,750
9407,v53kzcOT,Bb5tBU9g,28.77,209
5449,CSiF841e,WpugvMMr,28.83,38
4174,0RsoqXcJ,tudWnODy,28.90,77
21901,cHsBdYZ8,NQtHsXvN,28.91,168
19614,V1wTTAPT,0nbkx5wQ,29.04,433
21530,6XVcj73a,qjzS7oem,29.10,495
11362,0OvQw1kG,s4oZ7A8R,29.33,67
1948,GFxqbb8v,gnB4xC3C,29.34,105
3244,0kybe5wf,6Cn6c6T7,29.41,825
9575,NLOLN7lw,vBKBBzOx,29.42,863
21110,4jZUGOKU,mrZmyN9c,29.55,525
2187,TwNMxK1y,vzfNekAM,29.72,938
16883,DNpdihsG,5qmf5Fmz,29.80,982
6554,UmGIu6TH,nSXivNLL,29.91,238
9948,06pazS1q,YrCD36YT,29.91,787
9536,rsSS7oTD,VkEO6xmD,30.00,807
21840,vp8tcfSW,7F7I9YbI,30.06,397
14238,8GCP992D,3bA460AO,30.11,100
24567,sOVEI3KS,DhPtiHC6,30.12,276
4761,yrcK0O8i,wlW6sH8o,30.15,378
5781,4X8TQKKd,ZJ1ni7vX,30.17,554
3872,a88vu46V,ld4A4orK,30.19,478
10256,HXscEcyk,pkCHVUcN,30.22,171
7811,15WyemTB,C6FfHID4,30.26,1
4100,J7zncugF,28rcBuTl,30.39,473
3357,CmFyFQpC,RZws1dbb,30.43,583
13671,0vsG2mGG,7dVjl4B2,30.43,355
2422,GkRUBO5y,4XIBu1IU,30.56,357
20681,JsrWz3wd,mHS1Ge3o,30.59,415
23708,yh6oG7X0,f5H4Y4ls,30.63,787
12648,JWhGxSnd,45BhfORn,30.64,740
12343,jdFMpFPt,4ZGDVGE2,30.90,196
7762,K0pfzV5b,OTb5utbR,30.96,852
13224,zWmoMUki,ni99dmF0,30.98,197
22149,7pDxmpjr,KJvpumAr,31.01,902
10894,tQ6pc4l6,h9zyfzsK,31.03,370
18548,hcSS6xI3,Exn5VLjK,31.33,421
22392,3FIpYs2J,hGdAY0c4,31.39,725
676,4Di4qrxN,VIgBgMWf,31.45,472
12928,sZyYq1Xk,KV2YyLqV,31.50,398
17838,VpRwtF3O,bO8jcLh5,31.54,28
23174,LGeBjMFm,uiuDEazF,31.72,986
1112,JCfRgCAT,hPMN19CH,31.76,843
14543,2BzWJfEJ,T248IwN0,31.88,806
14022,ggoKGRNJ,Kfrhcmrm,31.95,406
23715,RzQxKmIA,YEZwxkoX,32.12,675
22705,KKeioFQA,NjWLYpag,32.31,844
24615,s7OnEATt,wOI0LyCX,32.35,140
7211,1Y6nlvpQ,2ToW5urN,32.45,96
16956,fIBugAro,4snYGICk,32.45,643
9877,Z5WzSxP6,jYehDAZk,32.53,859
12717,PAqIt6Vz,UGSY4HEB,32.64,653
5338,Z8OJ15dX,yk7cD8kg,32.66,958
17068,rdtwabrl,IaY3haiy,32.81,24
9979,zfkqnmru,Vod6qBQ1,32.91,481
5912,EGkGdCkz,jwGk1Vh7,33.15,310
4265,IcFY9HC8,cMeOYk44,33.17,886
19339,nrRm7WQ2,nyo2NEZw,33.17,898
14308,kwpqtOEZ,3exDNtnD,33.19,754
522,Tej07MHu,x3ebW2su,33.21,355
14040,LSj85PGR,OaJ7Xjzn,33.24,87
6746,EIwkz5Fz,yJLIiKhZ,33.29,770
17001,SwWeLcak,MBD1gz2c,33.32,336
18890,zpPbRxso,jwNYVWmK,33.34,800
2109,a0cKoA2m,SkeWevYD,33.44,128
14075,AdYz080L,pFglAnYr,33.44,572
3593,jU7Ar0GL,FVAXaBSD,33.78,918
21816,Hod7ayti,yeUhyQof,33.82,656
10718,P9uMzIlC,VWvrffnB,33.83,628
6065,H9cCjkTa,kBeXcxCG,34.05,268
22928,HPvyWz02,j5H1bMyQ,34.08,72
8250,j0kdaDt0,71E1dyQo,34.10,820
11278,ub9X0WDV,ca7o6FWD,34.24,362
10217,JOBgqHlG,qwvzG8r2,34.28,237
10607,dcbuOvnR,LO1n8HSW,34.28,328
15213,LYVQu2nT,djuhL1ph,34.30,664
2900,BKoJXEeT,SQFd79u8,34.37,853
14992,WtNDeDyd,szJL4rMQ,34.53,902
23404,xFrep4NS,7Xy9cQrr,34.66,676
888,gbSxmL7r,WzyN54wM,34.80,921
868,SSEstJa7,ls47Tcv8,34.83,821
3016,zD88W3lb,d4zRMCTR,34.86,677
20784,JAMeTmdS,8rJW4bOt,35.08,120
5876,GXzXBhuj,V5zwOFQR,35.19,129
11344,VdyLrY6D,UI7KG4AL,35.36,450
10015,JWQhTVz9,Bw3OhEgU,35.42,670
13193,fjOJD4at,jK8GJqWy,35.48,223
7232,Ps1RJNb2,WFS5GOEV,35.53,45
5949,PBtlX3JO,GlZaJrlj,35.54,507
933,8bsHX8Tf,AV6AUeV3,35.62,537
9750,C3i1vvsM,6guCdO2T,35.84,450
23488,lwlgvcDt,yhsr0C7O,35.89,298
14745,5v26DTSt,zebu0Uh0,35.90,909
14530,CuB6duQA,YqrmXLZA,36.01,29
20176,6F9qmNH2,Q3RLZWrE,36.06,268
24466,zUAeLcoO,bzB3msRl,36.11,159
14376,SYdYaWq4,qxB3U0i5,36.23,365
21231,5TP4AZqH,kwaM62a8,36.24,397
19243,jlJi1F5h,XeBV0MJd,36.36,139
4333,9UCyd8zK,bRJZm26s,36.51,708
24678,xgb8QUUl,qTzJgDDw,36.77,13
4903,2phqA4wu,2BCPkgup,36.79,368
1499,ZTfh5Utk,nN0ZE7D0,36.81,163
20927,uJKdWJPm,jmaGgVIX,36.83,337
8131,b4zqrwFp,qOT4GjxV,36.93,893
21335,EkKxdSIZ,gpLLFeP2,37.07,772
17242,9fFrlNWr,eVUueHdp,37.12,81
23040,Ca8SFs3g,4bxcRsKz,37.12,622
2740,qx1hFo7R,acNtlBOB,37.19,365
11497,cCoTArTf,Dp7IqN6v,37.19,570
3624,jUSzIsaN,z630uKU5,37.27,547
9140,BMjVHNAf,P6wVaBUe,37.29,946
20814,ibkVHevP,6ABOthK7,37.40,953
10180,WPhu2bk8,I5aFBqc8,37.43,10
10198,pf14Ya26,LMJa1rvp,37.58,251
702,1gC6t27m,CG5DqNkD,37.63,768
10481,iP3lbjot,Q91877a4,37.83,722
5266,lG9qLoeR,XpA1HwdQ,37.92,233
15197,Rs5DJLUm,VHgmk2bE,37.95,624
7238,LQcg5MLf,r6XHW0s8,37.98,325
20928,sFy93nam,TJBzEtEt,38.01,662
16884,Ciqrn7gx,uiVmolbX,38.12,484
14304,t0cPG9ja,WZ3kKt8m,38.21,574
22187,IbkgcLAV,sLx2R8Ch,38.26,401
18208,gqSvWE3m,lAtqy8MJ,38.29,20
2383,onzHHL8n,rrd67tus,38.38,38
2934,VzoMlhp9,9710Girq,38.55,386
15837,mW12usCe,3JRvUO74,38.58,199
13021,oZvsHwj5,RgUr3TcJ,38.59,776
4088,IPwG3zXF,mhwSYzR1,38.63,842
726,mGuloVdR,wcOzz14F,38.78,337
448,FxCajAUe,VIkduPdA,38.85,749
17861,AwwThUFY,tFnVCgrv,38.90,466
14101,ZlYxGPNX,45bF2jPz,39.03,818
10750,iPVk0mwO,wxakxba1,39.24,922
18216,67RD1VpA,XNT8JZWT,39.25,701
12405,N08XXemg,bXnkLNIY,39.29,984
17423,sOZHMIbW,02obOuHK,39.33,242
20705,Sp7gg8ef,0ozNVhRc,39.42,351
20941,mpxLMPN1,rNLYdkM0,39.45,258
5400,NfL5s2ws,ewRXYIPR,39.56,855
24631,lY2GUbsu,oDJ05g79,39.58,132
18596,JgG7Pmho,rh1RNHq7,39.61,516
20090,ruJBdua2,8KI9WBGn,39.67,277
9096,zxkm76m7,zG7sqC6O,39.77,674
23027,TMGwaEo4,Y774g9EM,39.77,345
14624,Ox655VEZ,HTxtofmY,39.93,32
5593,3GYUlvck,70woUV9z,39.97,558
20586,CwDBVcJI,DZAtHCau,39.97,180
948,jAX2Urnw,fQe7GK1U,40.00,890
7614,CTlPpkck,Dn9ZA4D0,40.03,577
10591,RUzqTLd7,R6ZeRx60,40.03,823
21864,5zA8zj8n,SM5JKPTK,40.10,63
15522,jeh35uDf,IFk4QSST,40.23,730
11288,k0dnipZq,3cYeOBVN,40.31,580
899,mW6kbvMB,dKjqOwLY,40.36,787
21673,tp4kRrCd,FeBvlbF2,40.47,988
21229,2lDTcuou,E10R0NgE,40.55,758
4597,t7qcGH4p,xSJ4uYNV,40.57,597
19250,mf87Nqze,ukyQxXIb,40.62,444
23677,NwSo7uPO,EszsJMRT,40.64,993
22129,Am7RERDJ,YNRSRtBj,40.65,693
13278,69vsWWdq,3yrbj3zA,40.74,104
10812,exL8jrty,oZMfHwRF,40.81,548
5184,5b4ZtPfl,BAuERZdN,40.86,416
12659,DnsIEJh0,xRZ70tbO,40.91,916
13279,PZKEyTKR,zX4D8a1S,41.00,472
15298,Man1bAcg,ilJ4Xxxm,41.04,590
23260,aPlqIzCG,us30Ku3Y,41.09,463
14969,TgNtOGWJ,yEx6GuJl,41.15,437
14561,a8Sb34SS,XRjP4z4F,41.20,557
23374,NApCdLHb,kNkmCRER,41.30,248
15743,VuPieBjm,OnkeNyaV,41.33,40
5341,sKjzkg37,4OWc6ujt,41.36,158
13285,G1Aidk6E,jN0E36bV,41.36,176
12051,hDhug1VZ,KmQuQwL8,41.37,629
10439,M9BfPBjr,966QyRiz,41.40,863
6435,RJInwb7P,1eRAD6im,41.43,669
2389,oaQsOj5R,ig6Jrehu,41.50,316
2058,5xCS08gB,bz4INgLz,41.75,791
16303,3Uwyt0El,w7BdK184,41.80,973
18459,5kCAynLs,BQsEQCm3,41.96,200
23867,vOMQdWSz,nBoJIOjs,42.07,659
15962,bZOIICmN,ztXsvM9c,42.14,762
15359,gdUB0rhU,81Xxm6eN,42.29,478
2620,Fu8neQZs,F8qjI9sf,42.31,541
11078,5JrCvjwT,HVPKwgEg,42.47,756
13722,dowEaAdr,LMZWe5LW,42.48,444
20864,j3esRQqd,ZV1BNXCi,42.61,191
11410,vLlQaYFk,T9795QEB,42.82,367
23060,6OxZu9ur,DR0erKnO,42.89,705
20187,BygpiXF3,sBidjr6h,43.08,22
1603,LNpSrCjQ,1FsiMuw2,43.22,659
9155,lsWkD2cO,H6iH15RL,43.25,936
19676,VkTEXlsS,YeVJwzeB,43.29,114
9599,MCqN6uo5,Jpe6cJcw,43.41,382
15760,SXzCdQlh,nXUcpsCG,43.53,922
22226,BJcqiEvB,az1GsAfN,43.75,447
9729,QZgrjVMt,u0i8UuNq,43.77,230
2282,SzIVlP9F,0OZXHLN4,43.89,40
912,00pW5RHT,fv6bLzhw,43.99,662
1625,AZwfNKau,iNg3WjfI,43.99,765
15627,vYSn9xCl,jfcXNsVs,44.10,520
19311,MEugGThb,XyrXJgzH,44.12,90
11114,KCz0agw1,kdvmYdPg,44.13,308
4015,mhtW9gb7,7V3l4Wl7,44.20,976
23774,FVq6WHlL,HAMTvT0Y,44.20,508
5819,ylw6D3Lh,amKk3Mf3,44.34,631
8719,eaWcHWLj,KGz12ydF,44.36,658
3164,NgWYf8Nv,1BgBrEdU,44.43,480
6995,v1RVfb4F,XDJRQ31y,44.48,55
