ID,Nombre,Categoría,Precio,Stock
43912,h7rnB0a7,bz6Rd2b2,11.14,376
74614,M5qETDPz,w1J4of9V,11.16,181
99493,ktIoIZkn,1idPvMom,11.20,840
78660,hY5b9IsJ,gzybbgWN,11.22,186
3312,B0vhokIh,X2N1ux65,11.23,304
15342,prN7LUQr,3hQEY2F0,11.23,287
50175,L1GY9U5z,v9TfkOQV,11.30,637
99494,hv61ogn0,tLcKVj5H,11.31,671
54125,EbFMzATd,Usnc298U,11.32,472
62056,e2u0Nkuu,cyMK7PKH,11.33,499
77653,xSBWkxaN,lkQWtux1,11.37,42
49398,InwHRWPB,xcVWDCLl,11.38,592
48754,wSuh9cqD,GikaEoUX,11.40,988
55546,ZM7kB7v7,mXeMdZLm,11.41,713
4783,57StcNZb,bMMd60Vj,11.43,350
42305,N2tJTHGR,jYCNixff,11.46,639
34201,0AnKN7kN,TrBEBNvd,11.51,752
6632,elBhjxpE,ZxOgLGra,11.54,839
91282,OwOIEUV4,C5XFopXT,11.54,255
35836,lsoYgOee,PcuUiPgi,11.56,208
41989,BoXLi7aY,Xfc71ntu,11.56,696
84604,rIVVVIur,2Dbx1goa,11.57,142
33953,2OrEPK1c,IHEoA64T,11.58,586
36871,wdzI28Bb,wt5bFJp7,11.58,725
79577,2OlsBSv5,2bmrdnXn,11.60,379
81132,aOLGv2dy,vZBSppKo,11.61,104
90453,35OWhwsc,oiveC65i,11.63,942
17636,CjWJUou6,lCoVJKlJ,11.64,759
93177,ztD2bVRG,wW0oGd6U,11.65,897
65275,GoZKYdkP,JMdCfMui,11.72,126
34556,z845l4W3,m3VoW95W,11.79,67
44844,9AJ2rtW3,EGbqzUGA,11.82,924
67401,Fca1XwMA,8QemfTwy,11.85,424
50764,NLr677AI,rBuHrz4b,11.86,347
89219,MCM9NUez,7TDPe8tt,11.87,915
70430,rYgFgGOL,7012Ooc2,11.91,624
87025,UwfptEjv,uJvXK5qL,11.91,391
11804,Bl8YEv43,adRium8A,11.92,233
30060,S6XnbvDH,b4lwDEBG,11.93,698
49709,KtRaJQvZ,DdmYtEUo,11.95,969
67499,pRGlXtmK,0PUGGTDo,11.95,938
16388,TZwgM0PD,dlDBAzEN,11.96,723
47733,LFai8ZkG,TuVKAHHU,11.96,348
63319,jeqdYuOV,hArOLhe4,11.98,298
38584,ZKd5QvgX,C3bw0ghy,12.00,70
14437,aGaJk0JW,xVkPfPTk,12.04,613
23258,rBMW5Ed0,0Peh2NeN,12.06,82
72629,c7xvKKOK,bFMzqaZc,12.08,19
53507,Dcfq4W6B,AbZM9cA4,12.18,711
26233,sAwyZZEW,c0YKOf6z,12.20,795
35964,lqNQmDib,CLq4Xyd7,12.20,738
47160,1m0F5jeo,g9n07nA1,12.21,741
74862,6aKL8rj9,BSUF5vG0,12.21,973
27711,zmJkLLbi,R4pdd7Pk,12.22,466
55406,BsqG7mGS,7zqnhMc0,12.24,859
71077,lE3WtLaS,6gUhtIVt,12.25,938
37446,qrt7fO4F,7FcKTnrH,12.26,806
67238,PYB67Uew,sSJ0tiha,12.32,649
92547,1y3kf47q,TkzM3M6v,12.32,137
46496,dBBTzoLe,T67l2fdM,12.39,392
55943,eDcdiSqe,BrqFkXvk,12.41,683
17589,OrLfv80a,pcAD9Yoi,12.43,385
34793,NQiCRP98,yoIbIYg4,12.45,569
68012,FgXX9Qhj,7P1spU0b,12.47,124
763,HQQAn7ev,mjYyYj8B,12.50,115
23992,saEzccIq,SknQ41H6,12.52,748
36028,CFvOrMy6,h7VpmPjZ,12.53,363
10540,Pjyoo8nc,DwiXMS7c,12.56,811
9049,4lrm82hP,XXk2sB63,12.61,416
5155,0lnjGseD,mZa52XF3,12.64,53
48981,5jxm25mi,QcbFnNjU,12.66,653
11806,v4INNYc6,eQVgK0fF,12.68,186
88662,VbTDWS27,WMoy9BZ6,12.68,456
44050,jGdV1MER,64rFQZuy,12.71,12
41598,HiEKgxXu,cUtcYOgk,12.73,435
1309,DkLl0eaM,hlotJei5,12.76,797
79791,ZVWRYuX3,C6c94YZE,12.76,467
91129,xSpQ5TWI,I1d2o7jw,12.76,45
15052,j69uqceV,dBxZ7Xki,12.77,2
19613,pmxuWwLm,vOLwXnpY,12.77,275
3877,xm7N8TKV,5Skky2ss,12.81,926
56180,puhkoQ5r,3JhAR9QU,12.85,760
902,PvgZ1EA7,oII8LqNv,12.89,537
61698,cfaymc3W,KFTnt4jw,12.89,416
46552,zOrclX0o,7zh8PQDY,12.90,969
64612,6sWCkz1i,lNphTNEA,12.90,709
67764,fhEaMHSe,54HeYTxs,12.92,413
69322,PaPvS9q8,gz4y2Ged,12.92,69
40500,ONyQRcAW,P3GCIypr,12.97,542
74366,RyBZSWb5,PUIcyp18,12.98,913
64937,HYqVGCOA,Q4f9wZoD,12.99,763
57837,92FyXayq,8RiTUqkW,13.00,895
60995,PCbCCpKU,P22Wmonw,13.02,820
40281,NXsbYY5r,ZWyQbUzD,13.03,742
72705,vptFk1cO,0e6GgbuV,13.04,974
41067,oJlFsntI,42AczSG6,13.06,396
63313,lsdEUjWF,1AsnSR13,13.08,846
11601,dOmjV9C7,GQtZGREf,13.10,861
32584,qDdahDcl,cNLraQ2C,13.12,329
72678,A9OKEp9P,5ahNSiIc,13.19,483
95375,hgd62LUo,hn7mThRO,13.19,280
9233,OmhuJzih,4pTY7BMQ,13.20,663
900,1iQUJm7b,dLZOBqu7,13.24,891
30803,P5twvPpo,BnUVFnD4,13.26,571
60267,5muKCVaZ,zfVwaRB9,13.26,183
69459,4h5kII40,WzQ3uP99,13.33,293
52683,un8012xG,fCGjAuoT,13.37,49
8627,6TBiYkzK,U7C9rFUi,13.38,929
85775,LR0WdruR,yU6c2dlF,13.44,351
93741,W6lWZMHl,WRiNuezO,13.44,56
21652,VyVHTvkM,aoJmkiSu,13.45,280
89152,Szbl9jq3,C2n9U5OL,13.46,476
78404,8jgTec3I,xK6rTslF,13.49,602
19508,PpBI4lF3,p1UWXF4Z,13.50,410
70433,rjC4HaMy,KWLXgcrb,13.56,612
19457,iTBYXrXc,CVLhAExa,13.58,499
1696,LZfuVqcI,1qxhZlaJ,13.69,156
18916,Hx22tOq2,VEgGlFT8,13.69,851
75779,movrDrT6,lH0dhQjN,13.72,533
49400,H0Krp1Qo,euE6H90y,13.73,432
61291,gb8KpNNz,MuScwYbS,13.77,479
79904,DvbeOakK,joxoaejp,13.77,989
73478,4Xc0kUwO,EKPFC2kP,13.84,241
82113,0dOyMnwv,l30j2zsM,13.84,723
37983,HtWWPxiw,unbScz9u,13.85,255
85679,htj1MIkQ,FiTCN4FW,13.88,739
41337,9VcJykGD,ydPRgJ18,13.93,859
89824,c9oZQrvG,nPM3Kj9Z,13.95,493
41301,BHIL9Brs,iMcwLfZQ,13.96,242
62324,RkAXNGPi,PKfIYAHm,13.96,18
55556,98LCtH2t,u36B7VXX,13.98,647
48672,PvBQRCmY,CbNRBRA3,14.01,824
43624,7UihIYoY,4NsRvSC4,14.03,510
69255,30qWVTqT,uPUQQLDb,14.03,293
21482,Qrw8Gp4x,YcFGUNfx,14.08,402
76374,YmaNLI1a,41jZOcOS,14.09,116
63474,9itljg3y,w1ap5VID,14.11,238
60829,kIgvl7l9,32Jb4Uqi,14.14,471
49214,Nnr4zCug,DP4v8dlZ,14.16,1000
17384,XWVSHP0F,IZX4tFEr,14.17,283
86122,4hjDuryY,Oi2HfPeg,14.19,705
93662,7D7cjQdJ,4sIhTAQH,14.21,911
50758,o5lyhW2I,SXg34QXR,14.27,287
50784,XJlleHuN,4SpCkpuU,14.30,119
53431,azUrzasK,hlYiJK9P,14.30,966
83245,NV1J1m7i,QKpwTsMh,14.30,268
4865,H5A0J72f,AgvUsYx5,14.31,765
91041,LfZPfPgJ,2xWZB2D8,14.32,426
27399,DNnn3QPM,Apq4z7J4,14.37,27
28998,HKQEAt9J,luvfU8aH,14.47,32
43611,5gjdpYF2,vtcLvqJG,14.47,173
46730,9yDsW6Px,bR2gQHat,14.48,697
30899,s6SedIok,GBG2B7W1,14.50,563
75315,KJX3jYFq,4aP9wApf,14.51,844
72460,2C9oWrqu,hqRsBS8Q,14.52,494
68530,07HqEFeB,YaFpl5T2,14.55,329
86250,jjytFw8A,6JVqlypc,14.56,610
99198,ajw6RDNZ,p1ThFdmp,14.62,930
43864,XihBIlYM,HFhx93LC,14.63,246
96032,dGjppiwG,AlxDs4ht,14.63,734
63306,0MRpZz3N,gSzc3Foa,14.64,291
