ID,Nombre,Categoría,Precio,Stock
31222,cf6ewnzk,ichqR6NW,4.97,512
9200,dZ2bWs4J,z5ZlMkJH,4.98,132
41597,kqhGVRXX,7VI9CzHo,4.98,519
30015,HkT5rTMA,czTsOwe2,5.00,401
16508,SQ0xUMO1,cxEgWLj4,5.05,117
616,YBXEUa9E,msZLuPDU,5.13,272
13478,tlJwK4Dy,e3Mba2Jj,5.16,275
35213,1bV2tb47,jumD8r0X,5.16,177
47289,vHIA0uvD,XChYBIQR,5.26,495
24301,eNwsqk7k,TR9ExeHD,5.32,18
29119,yifS6ZrU,5B7Dn8K2,5.34,983
33876,DR1dJIOd,nzSaQr3K,5.36,942
10162,nokwYggc,n9EebE7N,5.40,361
26268,t0kmujOg,cYjE6PvH,5.41,555
21677,dw1w4Xks,69D3xAXq,5.42,682
14674,BtJQFoLh,elGZW8UH,5.43,800
34159,HCAXGVNW,ONycgIw8,5.45,341
39723,PAmZgxkp,KjYu4izL,5.47,828
19071,acY7UXwb,khkMJKQb,5.48,650
29960,HZeJH3L6,wvQQo1uS,5.49,805
12506,jOLyU1m2,FEWsU3OC,5.51,179
2740,fdCed90x,OMbRbkJr,5.55,905
22179,Et3QetqC,nLM15LoD,5.62,309
1535,LbQRtBTT,vTNFN0Zf,5.69,396
12612,X2QcSkmR,83CZSl9t,5.71,233
23996,24mgYlv8,Adpw6IFl,5.75,923
41160,QRPCEXfI,tkRG1aRq,5.76,402
45949,tVWVh1H0,n3HFphfD,5.91,907
12035,PPA7WzBO,DdOrdAoG,5.92,966
2681,TDO1y6Hz,k6q5fSCA,6.11,928
6151,SEYS3IgH,24Z4y6ie,6.11,307
36481,a8vWqcm0,0XgdFizG,6.13,583
16689,rS0O1VBg,nlRdgfYo,6.16,526
14055,XJWJHpiU,lMSTC0Gm,6.23,103
44132,hdwQsdQ1,lKkWs3ug,6.28,199
20542,ew9RSrey,ZFl89qnW,6.30,662
7947,GoiHKq1K,XJzVxDHp,6.31,469
26403,89N6jjDx,xuHqGEwz,6.32,72
5017,0I6L53Rn,0KFGzwK4,6.34,725
1377,QfAs2mmN,e2usqE42,6.35,337
21896,jueg7WLG,COuPzQVh,6.42,350
37960,WiDSpYTt,PZSkij0B,6.42,178
5242,BHIadZyq,WnIEQi4L,6.44,501
49614,VzCnmauc,cT2UR1zp,6.51,83
19582,LWooAzxW,E4o232Ou,6.53,486
37656,QEq7vMGf,pXOrHIL8,6.53,965
5330,DpxKpoFy,MGOM2NsR,6.58,902
12426,wlfn9NyL,oR8G9gWI,6.59,71
37213,zywW441a,e1NN8iH9,6.59,125
38462,9BXBmTRM,Fl0wnSot,6.65,685
43088,lJPhdw3t,ChHQ9tAL,6.65,33
33809,w4LZTpn2,ZNjWZ4gm,6.80,368
28122,OkoZoeMA,RGskqXn6,6.82,158
36637,9jSrkmnB,l7lXsdZE,6.83,103
5464,psKuhvun,kshmZKr5,6.84,54
33013,LmkPZCt4,RIUKOpsk,6.84,452
39960,LTj5FWwB,jweKx0uW,6.96,311
41271,IQyRty4f,Bai2yuxw,6.97,643
38273,5XG2Fzzr,scJF9jkL,6.98,599
1363,AVkk208l,sD5SowO6,7.02,28
27685,Us5zfEXq,zaGFHDxr,7.16,973
27714,SaJa6Oqr,4BrJyreW,7.17,863
11462,S4pZ6lkC,r4ISRivd,7.32,304
28826,G6nVJ1HX,jTztvmE2,7.32,368
15466,IBJbzXAT,TVAPwX1E,7.33,520
34145,QQs5m4Wz,EhVkmuh0,7.33,743
34728,dD4VdSlI,uTCPK175,7.34,363
3876,ohVEU9YI,j6O4ZT6t,7.41,209
26706,ujS9yzgW,pd3serUG,7.44,101
14817,pWt6zxMI,VtclKcDr,7.47,993
3470,2VDVmJHq,2nKqWIer,7.49,989
10063,jNk0mFo2,3w08DIY8,7.52,404
23341,9qVyOJnM,0wc0MpeL,7.55,906
12404,Rmyeu3hf,RaznUwb1,7.61,6
24641,USJsnfK8,sbAszfLZ,7.61,959
47936,TgPSdyxB,a0bmFc8C,7.61,262
27166,eAmZkXAA,sgV78Feg,7.66,31
27559,0zYdNuPi,v2VxIe74,7.72,173
5974,0hxs9BHe,hxFQi2N6,7.74,291
24230,96ugQhvU,JDQVb8Lp,7.76,119
8973,Bc7RW3Yi,1M7bC6Vo,7.77,559
4316,B7PTHSlh,JdPJK0TX,7.79,428
32121,YeV4PSuL,kByLQfDu,7.79,500
11827,5e6HFzwO,76hZamJt,7.80,969
35447,LnDmJlrN,TaAji47t,7.80,399
48805,I41d6mtn,1jQwguJz,7.91,191
44276,3jjEnU9Z,7M5DPGIK,7.93,531
7230,zxZCzDJR,h3rjZulq,8.05,505
12020,s4vUE3C7,uzQtjNY0,8.13,802
15865,AgiTQmc7,Xz3RhWze,8.13,283
10414,Z7RfVWNj,zKIerXIJ,8.15,484
49231,33g3SdVs,3AIT0m7t,8.20,653
48396,iX10Qc0P,9zZqxZKA,8.39,600
36900,H5jN0UcR,td6wcORF,8.45,635
34463,aOsfElaZ,tGPRpvix,8.47,730
21406,gKU39dRr,HQPX3NeH,8.49,490
6156,VlbE6cYd,4XYzGf5I,8.55,681
3168,iwq7LbWL,z9zOspxz,8.57,423
7588,NZ2ejuxS,A13qGWy4,8.62,726
49603,K9A4DDme,Sr5gkEMX,8.67,461
19381,ovw5qU0e,wlai05CA,8.75,705
19392,eFuVcQ1f,fkK1aKvG,8.75,502
8753,tU661D1Z,P3eoDSh3,8.76,336
32384,aAY5LFAD,UCCj4D6i,8.77,634
1549,fKCpJ38F,gyz3aHwg,8.80,809
20660,78TBPTnQ,J2djRJwG,8.81,983
43256,2CXhUvoE,5jCL5Ef2,8.87,61
42943,vSpCSxdv,R9oM5G4F,8.90,254
47699,ZbnNP7Rk,WhTcoic4,8.92,990
16627,QG7HEB9V,slx7JPdl,8.94,385
25779,unG40cDR,grpHikXf,8.96,795
49642,tUFcsXid,43Ea04o8,8.96,218
8564,QovYelva,xseeO1fG,9.00,135
25906,WCRDmIb7,gU8kPbFQ,9.02,145
14931,ozjFC3Ll,bJFfH8uF,9.05,26
11809,ykFefwel,TngSSbM4,9.11,290
19031,I4wsDZP7,91ASZPYH,9.13,36
38788,bE8KoX5o,U7cqCyzM,9.14,958
48835,WNAFlm2w,Fw8Q5Wmu,9.20,381
523,G50BjLID,IkS3To0L,9.23,15
15153,1l3z3EWk,h7z6800D,9.31,858
45388,gzmCAmNt,y8PvW2tN,9.36,17
21010,7I0OieLQ,S2372bFt,9.38,372
8864,qS9QUwn2,oh4sQjmD,9.40,668
49868,03YeHbZf,gPsp7vgB,9.56,12
22335,rk1Cit9p,o5uSR4do,9.57,28
1279,h3YLmZ5l,vvONaJBL,9.61,768
20336,LDX6oX1E,fIfrOyuN,9.69,24
27141,vQRCIvQY,SX4z7g0I,9.76,213
41179,vIqjlcNA,0gv3pFcJ,9.77,341
11189,II6Gf5Ek,CCcQ6Byt,9.78,730
43090,rNo0p7TA,OdyIV9cn,9.78,512
16872,ygXC4i08,6zQza1S3,9.82,25
15378,5YcOgSKZ,dNEOW1oh,9.83,724
32347,88ATCe4k,30vVKNmq,9.86,641
49116,387lXWQb,2a5aXpKC,9.90,16
40143,9xw1UkYj,dVtFIPaT,9.96,752
27272,BrkxSgRw,d25CjmUb,9.98,717
24028,zLoPuPdX,NSlcL5t2,9.99,660
10008,6iakF0nK,EhsWjN7F,10.00,664
15783,hXuQJgBK,maXQ9ICg,10.06,266
20956,ZfGbgzyt,giRKL9lR,10.08,686
21318,MSehS9ZO,oiW3qye0,10.12,665
43789,WtqPsXim,3KN2jQHD,10.12,871
40216,63TSthTy,eqtXsnw0,10.13,133
23564,nY63NC2g,SIeLS9H9,10.16,118
13731,qxyCm22q,gv2IsH6o,10.24,106
18371,1cusclf6,VwNQkUFq,10.26,244
15203,TfOP96Nh,Kz80YwZZ,10.29,589
40177,VhQXHcJc,xpqG8eDo,10.30,805
11168,6dgeVsFD,urw6f0LF,10.33,391
28700,W3R607oQ,yzpiXquZ,10.45,674
36630,RaLWIHoe,TklmNjRk,10.46,993
5045,zr9Zxj6R,kFM7d8wc,10.47,449
11395,3tXpAnXG,2HnfPY0v,10.49,160
27004,AFU1Jyck,nw0h4p5T,10.51,852
18276,JOJjhqVf,wfNAI2I7,10.65,981
26050,Wsezcfa5,B6JvZsSr,10.66,544
29577,sLloHTTb,X8NNWiZu,10.66,611
20635,HlfnwDVi,GpmWPTPy,10.70,493
8647,ExaTmIQY,DYQQQ4T5,10.72,231
24822,2yJsc3H9,T4TaHGyc,10.73,970
40980,oYUvtf4U,aE8vB3Gj,10.78,823
25521,YjALViTU,wwZdAeTM,10.79,344
26558,y5sqxpBj,joCQ49Hw,10.84,889
1038,HYe4xGlj,4zThThM9,10.91,268
13836,zdFkKtHW,oXOJdpPe,10.95,552
48478,gJXzaGgC,WNTDlGvN,10.95,8
17851,VDNMPWBI,c1RJzJDS,11.02,451
20580,l9PrBHAN,Tkp1keR7,11.08,736
9817,gzJHncDQ,MLsVVbR7,11.16,688
5308,GnNGHhOC,05TkMS31,11.17,798
38622,xmP6fthu,0jV7FXUj,11.20,779
48171,fZ0jKf85,kf7gQMi2,11.20,27
220,TBBNUVqr,00nQXeiZ,11.22,873
20412,kcxLFmOY,IcEkW5uy,11.23,817
14278,KiyRz9ad,AmKECciL,11.25,946
16256,CbSfCK4F,nDGig3N1,11.25,50
43375,CUzMMV82,CBQgE9tY,11.31,230
23896,tmJVfedz,MBg42XT4,11.32,574
12137,Jhkf77ME,Uz7wULre,11.42,521
16594,Ec1PW41s,snOpqDDD,11.53,184
35270,4IEyld55,o78Z77Ka,11.54,788
5944,5qppg2Em,7d0R2edL,11.55,145
48477,rCFMcSwX,FVLMPwUa,11.66,798
21777,IY5INYCc,IdjxC4zX,11.68,92
16921,j3ntvq2D,Zllg4JgH,11.78,895
40161,qjFvBbR0,KrAgsnKn,11.82,999
45796,3XZlWjHt,cy0C72uH,11.82,590
27103,K47tV1xS,MFXgSHQU,11.87,436
45331,BaFoNESO,5EOHmdX5,11.89,122
510,pL4nR1r3,AEDWJkmn,11.91,100
33516,M0ECXF74,2Dumhftf,11.92,368
48238,MWPaYbci,kSU5RTki,11.94,482
11929,tpFo8Xu5,zXDLMUmL,11.96,202
37502,USmQY4Br,D2KX2f6a,11.99,898
10700,bDeLD81o,QGFVBaaY,12.01,497
10081,pDmAx3zT,ksNgvsCT,12.04,621
38082,QLG0pzPx,a1XV0YUR,12.16,433
18103,t7nKgCKQ,PUq5YWU8,12.20,348
23120,hxINJCql,Y6DfWNiU,12.23,476
5181,LESAYtUT,RFp8tzXc,12.30,437
34979,MKgPrbML,LEnDyR0F,12.39,698
1442,sTnmtKbL,vMopwo34,12.40,139
13590,0onVWln5,w2rI8Rjj,12.52,207
47724,dJVDZQ1k,A8zhoBRn,12.52,246
21640,BGd93ba9,MeuwcIFm,12.57,278
11614,VlFCWTGQ,oKgCR5Cv,12.60,322
22932,Pp6XKWcw,2dp5zA5K,12.61,463
18779,T60ZyX9o,oQUsBc97,12.62,409
26958,BOHthGoG,ZlnyzF23,12.70,435
46468,aoNDZkyE,yjrwsDxU,12.70,991
14387,9OAXX5UJ,7ISe1RjO,12.71,520
47313,oQqYqabW,Ep6Iybry,12.88,237
1256,TW5TYi0w,YflmnpBU,12.89,622
26874,yUYrAtbY,nRoDeT4o,12.90,645
18969,0FTqP5X2,Gtp7gsEV,12.92,718
19079,uFffOL4G,RDL1TgNN,12.93,133
37269,ZTIGxmEW,JKEir6jc,13.01,820
28709,Dy3m5BoD,xiwrs7Wc,13.07,883
44569,0LVW1lWa,dK9HOo3l,13.08,256
10582,wCQrRVlO,TM2MAYfv,13.13,697
9603,MibFFOGY,UgMJ3Nz6,13.14,707
8571,fGYbrSn4,x8bKMHUF,13.21,433
43523,dbf2eWLb,piRm91Dq,13.25,432
9278,zqJE7lei,92k0EZNY,13.36,482
45883,oV7j4iEH,zyKQOcd6,13.40,505
22209,yfTeSMI6,nsEdQSu2,13.44,969
22022,ZK7VphGU,5UmOliDo,13.62,203
9420,ogOpWCPb,wvfkVMyr,13.63,458
13111,jRMC8ZH9,AOLwv7ah,13.69,490
14883,47tbqLQb,bS2bi57I,13.73,182
987,eMApttIR,sZwnDKHz,13.74,401
48950,GgABbUve,cFGMK1Tn,13.81,396
18777,Vo47gwYz,bI8bZ0VS,13.84,917
39345,Zf78Fkhv,hDMXB4YJ,13.97,145
548,lgrrSo2P,eJj3cTC5,14.05,572
33455,yeTFP13Q,4hMCsRGa,14.08,873
47103,oy7aCBF1,vbBrocNu,14.09,47
3205,Obez2KFn,sDsbDcrK,14.12,347
29151,umLJJB5n,oPx0x3n0,14.12,171
39421,KUFnAkod,2GOVbozh,14.12,657
17885,akBdOnA5,c1qLsu0X,14.14,635
26498,WPgYu1Rq,ugi4wyWL,14.16,807
35928,e22Eea8x,lfmSCzuZ,14.16,619
30840,gyFSbuL0,gACldonA,14.17,707
11932,lC1fmB4V,ikojVqAK,14.31,818
44580,HvKXAVRm,9EEd1pHH,14.43,367
48605,9GocJXPE,0y5IV4V3,14.68,921
17465,Z8MPLYPM,CDHSR4QJ,14.71,936
7558,51nHr007,yRikrs2a,14.80,413
13618,Ya9Y7kMg,iNxP65a7,14.81,768
21859,SjYB44EJ,0D1JgQtb,14.81,549
13144,PHvvyoyu,w0vBumJb,14.83,160
9756,MsDYFjEF,58xkkqAX,14.87,742
6438,qc0V13jZ,GohuXZji,14.88,13
33548,F70oLC87,gzCqb9c2,14.89,941
10959,ysh7Rnzt,vqoenV9R,14.93,319
46567,rO1BDPzX,lCJ3536k,14.95,385
10348,vazcuwbP,w8Y53ZXs,15.09,143
27026,sv8tSB61,Cfroq97H,15.09,539
3551,wQLksfe4,nX2amJzJ,15.22,469
12120,MZ6IKyew,luCX4hv7,15.24,802
47015,hh8KpkP7,b2GIMA6M,15.48,182
47477,r3M2Sx91,SiqMvOC5,15.51,715
43091,CwEpFydq,Mc43Ej1E,15.52,675
5466,wK4gakiK,LvKRcmc4,15.56,907
25438,IO4K2m2D,FpofWTZx,15.57,188
17839,SVFjUNya,4W7f2eWH,15.58,477
31236,hx5y410q,Y9lEBN9k,15.59,743
36030,1aTxbSKN,Y8QUTJUg,15.63,169
24116,W0YylOwK,z7LLBr2L,15.65,981
9680,tSThYpoJ,yDlZ1zG2,15.67,97
21164,PIr7MGkO,O1yaRadR,15.77,364
13561,Xxz3dooN,Sk86IHWj,15.79,356
14747,BKNK4Wkb,Wvk05Kcd,15.80,743
49665,HNci3uW7,iluJ72c2,16.10,890
21262,VEGLeEPj,0UygEJKQ,16.19,689
11636,cKRwcC1e,Z4vimsWO,16.30,454
10620,xDABhjKW,gBI65uLf,16.36,32
3003,ePWYILyD,w1E9TG9C,16.37,533
28593,Z7SWcyZl,hxmIV3X8,16.50,524
37690,wgbgE2z3,l8WzFXCZ,16.50,384
30489,lxNBJoqD,O0pQbCCp,16.51,640
29683,VNvxH72L,7s6dQqqT,16.57,750
36381,0vPYshDl,kIWGBb1U,16.63,811
30223,zYcObmiT,bnzIrnIr,16.67,779
23124,D9OM92v4,1dXMo6g0,16.68,685
44834,RnIpVuK6,HTzYF2ZD,16.72,214
24933,FSSjJ2JX,2n4Bq95B,16.73,550
6490,mAZcgcbV,fwEpvVTe,16.76,420
15148,JDyMQj6o,rsnTaApX,16.78,321
39646,nFpYQztB,g0yqZyLP,16.80,451
11430,o5DUEgik,s6bTXVkx,16.85,695
19073,Q7Yrb8pU,kJ2IQGqY,16.85,767
28045,IGxq48EP,RzMfyqLw,16.96,141
45548,zVB3HN5n,YRAYw9pU,16.96,140
15508,j726Sq5D,0cJbdDk6,16.98,665
31249,tKmVYD8R,ixgZoY6O,17.01,849
24070,BkWcqzFT,KW5IqQXh,17.02,293
30591,iuK24kmQ,gt5FB7ma,17.07,206
31757,HjAshuwA,B4yR0xRU,17.07,554
14987,N4FeRU0r,bkij3RRy,17.14,581
28656,gbr4kvL9,kNfGa63W,17.14,782
9586,lEzFftpS,VGjwDzcE,17.21,251
44892,vQ4nMaEO,drwJksns,17.29,764
7076,ErzXe6Vv,bXVX5HMc,17.30,490
1523,a19K4Kd6,dwslCtYc,17.33,247
21747,CQx0X2Dx,NdjdY54H,17.36,3
42689,n6CTgEkx,Kcro9EJx,17.38,817
4922,M4RukNkZ,5bhyprrg,17.40,768
15251,9ln9BXyC,ROAC1n6w,17.42,670
39472,uOXCcbz5,NRpzQMZF,17.42,174
16278,Ac828XEH,IO3ZmgTm,17.45,826
23850,KWF9E28u,IItKIzCd,17.47,624
40163,6Qi3nSbX,O3IN0cVD,17.55,195
5868,OxFrZrIb,T8vUZCrd,17.57,514
35906,CMsYxQMa,E5PiP5MU,17.67,33
22831,uHu9UwNg,OZ5Rfjyk,17.74,487
30165,3CHUBzZT,44pG8RgE,17.76,386
11309,q4ESIjFT,8kX5Jwku,17.86,42
9068,fkRi8Tze,XfiAUQzL,17.90,755
26194,YAbTOC3Q,TsF4gTos,17.90,655
21734,nQaBtunq,O62Yrd2O,18.02,727
40447,urqDMEca,D2kQthJb,18.03,33
44776,frOVFJ2B,ZGo3qCnA,18.11,959
11147,nwvuyBXL,dMoolfA7,18.12,171
2750,ImARDTfE,J3dFygSb,18.14,939
36130,VtwR9pOv,GNmoEbgi,18.16,737
12495,baESaWQE,E7M93Ted,18.20,615
29459,fvqzsXsu,8eFjqsjR,18.22,224
21844,nzl88dPF,VNW9D7I2,18.23,214
23730,7sE7qDex,8VoBMa9z,18.25,755
49052,bZBuAzvF,IOjUGUaE,18.27,40
4338,NqOuu6cg,l5F0OAow,18.28,329
27475,ftBo0gy6,TnPmBYsW,18.30,409
16190,sUceccJk,LwRFDfi7,18.31,72
43016,3gmkLh5n,k0oY6eS3,18.39,771
36077,bGTMcpQc,ZbbtsmBt,18.51,805
4646,3AfYiD3g,kFIki424,18.52,923
23878,pMVMcBYC,sA2Q22ki,18.57,317
47725,VKuNQvEy,WHk1kEgY,18.59,973
17683,6GXsvgiB,npwUY5ME,18.66,667
4788,sGc0WbKD,BxdNIacQ,18.81,18
25815,VmG6HOV0,DY8fZWuX,18.89,77
7854,KrI6GNcr,snZfitWp,18.93,457
46511,b3ACOWnH,80ItJfSE,18.95,607
12627,Aazy80Rw,WaWmBo95,18.98,564
20010,Q59Vebm4,WwzlAIbW,18.99,717
432,HuoLYoUZ,nEffzrpW,19.13,299
19623,RXhHxX5r,Btj4Kvpl,19.19,371
20216,3cXQh0e6,w2Oan8C6,19.37,285
10481,2w8RCFH3,Xhi1Z5s8,19.40,577
21650,Gy8BN1q6,D0VsELUX,19.46,49
16255,qk4irGZN,JEO8G3CS,19.47,219
17288,yZ6LCESs,iLDZusdw,19.48,146
16620,CU9Rynk6,Q4SjgRgc,19.51,515
28625,wBzZB8An,kh0ctnau,19.53,510
28476,B83sJP6P,9un9jMHs,19.55,443
30201,hRcJlMgT,nMdj9qLv,19.58,293
9192,1PEO6Msa,RRbIlAgS,19.64,299
20868,ipcZSAK6,kOyvFyrS,19.67,210
7744,bC7lW2Zx,MQOX7iIG,19.69,333
9984,Vk83hie6,ntgAZzS9,19.74,634
39470,pRusg6rt,ICeC0d16,19.81,322
18633,vZ7DcOuJ,DTFK89g6,19.83,390
13403,OrdE7jce,riP2Onkf,19.84,730
17479,3RC2mfA4,V0d2C3Yv,19.84,299
24697,LKUIVhT5,DFpLXq3d,19.84,391
15039,utBYqprL,2U95iCGX,19.89,125
3211,cgpKBUNB,KtCeGlZ7,19.92,916
9066,jTRPeF4A,6nmwTt6B,19.97,466
11512,KrwrKQqv,WVZxsyRt,19.98,108
23573,DpuI1RQG,hH8z2HgK,20.12,914
11810,fjR2fWpX,fe4xKWzD,20.15,280
35929,qwtAexq1,JZ5DyfCM,20.15,912
11864,RTAMKc5x,YRBt9dd6,20.16,396
16958,3iong2JL,dzEhOTfe,20.16,625
39145,C3tAsUbr,GJIkrRu3,20.16,548
44686,g524oJQl,q2LKzSpo,20.18,5
22462,c77a3Eh4,TVUox5JL,20.36,310
35878,Y26j79Ad,DWuoOa2k,20.40,770
29333,cQ6a712C,N8Ve8qml,20.46,169
24551,GJD05yDK,HULxeFuK,20.48,761
16531,zAwDFwsb,5egQyzn5,20.49,911
5309,erQ1RE6n,DhmyZIUC,20.55,177
27185,8kYYkf7y,e2fv8Kv9,20.68,268
40673,Z3FXLufT,wCzj3J31,20.69,681
38137,AVe6AITV,e1No9Rzs,20.84,979
6685,OiK6p4Hy,gfhNCBtT,20.89,290
26178,UpzbB8B8,ZCSfa2hK,20.92,595
3319,hLMPw8NP,n3YEScao,20.95,10
7864,YnmvPSbz,ZeIWInqA,20.95,603
27733,cjvb6yA1,7Jm7wge9,20.97,410
7712,wUZZv1gU,GViyKoX0,20.99,692
15856,MVHNdA4B,kvSYdOse,21.02,618
28463,8Ai3aUl0,bsnYCcuH,21.13,129
19815,AGDlZ0ei,y0KEiImF,21.15,557
43208,yhNkfjKo,FlO38Hrm,21.15,544
28384,LC64mNpa,BcclPVnY,21.17,148
43505,IOJhAq51,n7Fxr3bs,21.20,114
2586,GRf8FJbO,DbGybtT3,21.22,103
5788,gdDdKBQ3,PE3sT4XE,21.23,246
26099,Un3Gn9OX,Ik8AWDZC,21.24,775
45514,ogTz4LqR,ux9jY5fZ,21.33,31
33991,Gx8m3xlG,OXNy90tt,21.37,734
21701,ufw8g3GW,l3wJlHDA,21.38,858
11702,1n2oVgde,OITCKi6n,21.45,286
15677,aR92Ws2d,4cYKxBpA,21.45,57
45302,NrqtmrU5,5ppSkING,21.47,19
45469,h2LZoPee,KXha0V6O,21.57,422
10093,s538QoHd,6SnGwmto,21.64,527
38448,ZCmhr34l,8yILZGKG,21.66,496
47116,FjwjP0nA,O6I1PHni,21.77,524
3026,sCtFilx9,01I80bfO,21.84,910
47288,d0C8aWmx,5FVr3EWw,21.87,41
8628,ItwxgrVf,QOmqQe6b,22.02,939
30475,HKJbX5Q7,T3QzpU1B,22.02,392
26552,zujJ2tB5,KtyXOGIb,22.04,989
26977,kcZ0fboz,9PpgHQch,22.04,852
25200,4OD1xvwK,O9QjSJws,22.05,708
35736,f3Eb32Eg,CLguBynl,22.06,655
49307,N9fJPW9m,2JCNtLiL,22.11,822
2482,5kaSY5QI,Y6QzHjNg,22.16,843
15053,5RQBDax3,LHMkd7ps,22.22,342
29850,k4JC8Z9Q,OE0Q1w8C,22.22,337
14878,HtqG44f2,YBpyKsDu,22.24,32
17404,qOGIRSaV,IHfkXQXO,22.24,549
7610,6kxQ5j6o,TpPDScvc,22.27,123
16281,iMHaQOgO,rcSL79dD,22.35,785
20705,8Gu4zHYw,7H1kl9WE,22.37,888
20992,6Ku0BTau,ZDZ9sAAI,22.41,937
28654,6zS3Hx1v,KmdchDNy,22.58,386
32631,uhZojbGk,8fRFlDVe,22.63,687
16720,ouq4xES6,4YpxJrBv,22.65,202
30665,zfgiP0sb,jTFD8VZy,22.65,783
9063,hD40xIpk,uPhLKAOm,22.66,357
5593,UTDPsLGn,2fawOHke,22.68,268
43393,P2IY3D5h,WNAAGP4F,22.68,899
3461,euRSULjU,GCL46LZY,22.69,627
38486,RiAHcp17,k7cteXJL,22.70,840
12283,nP7xfUuK,2qsTl0EL,22.72,855
39627,bRVW9mpE,n2rvCHD5,22.78,155
42722,ZfcPmLoE,GMwSpwas,22.78,194
44954,p5fIeOkd,qdMd0PLA,22.83,818
19755,IvJ36Nbn,tEj7UHyU,22.87,555
47086,Q7OikiCA,UdwxtRdK,22.88,298
20712,S9baytfu,tRX4VD8h,23.07,30
35442,TFvHFkRl,eg8ntwVh,23.14,370
36072,ZwvZjjyj,nRqGhFR0,23.16,293
13947,zsevMImU,hXupm8Bb,23.18,498
27992,Yt7aVZfL,uzzwjGYF,23.19,262
13321,5XM7sIj9,NE1rR9k6,23.24,35
5600,bzEMrTN1,TJ9SSAJ7,23.32,915
28461,3xTq0FIr,JzMYGUKo,23.40,543
48176,LAEINv5n,zOObVx2c,23.43,951
27205,HEWMfaWT,xcmvLpWr,23.46,337
44512,HgBOZm9K,X0ScIpvT,23.52,22
23140,L619EABD,4lajmNq2,23.63,812
26485,hxhSoYz3,W2Rah6b1,23.71,952
34076,mcRWSFfK,jG5K7q6C,23.71,569
35004,XRUkk3In,68vIjy2j,23.75,758
22300,YpBy2RxP,JZmA0n6L,23.76,842
4422,rSzWJynb,7ukuItN5,23.80,204
37401,KhaQ7wDb,WMt0b4n5,23.93,171
46279,DJOniW5w,tRBpfVTd,23.94,468
17999,y2mjHstF,SbPI1fP5,23.98,836
29390,2rQpzuvE,cm7X0bBd,24.07,5
23904,O6jPB2sK,RllQAleA,24.14,930
20161,mL3caS1u,lPlarlcO,24.15,718
7204,hKS9SOzG,BUnhl65D,24.17,172
